key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue
b3200,curious george,50000000.0,69834815.0,0.3966963
b3204,cursed,38000000.0,29621722.0,-0.220481
b3214,cyrus,7000000.0,9923855.0,0.41769357142857144
b3234,daddy day care,60000000.0,164433867.0,1.74056445
b3247,dallas buyers club,5000000.0,55198285.0,10.039657
b3254,dance flick,25000000.0,31439140.0,0.2575656
b3264,dances with wolves,22000000.0,424208848.0,18.282220363636362
b3283,danny collins,10000000.0,10835752.0,0.0835752
b3289,dante's peak,116000000.0,178127760.0,0.5355841379310344
b3295,daredevil,78000000.0,179179718.0,1.2971758717948718
b3298,dark blue,15000000.0,12150301.0,-0.18997993333333332
b3311,dark shadows,150000000.0,245527149.0,0.63684766
b3312,dark skies,3500000.0,26421747.0,6.5490705714285715
b3320,darkness,10600000.0,34409206.0,2.2461515094339624
b3321,darkness falls,11000000.0,47488536.0,3.3171396363636365
b3329,date movie,20000000.0,84795656.0,3.2397828
b3330,date night,55000000.0,152263880.0,1.768434181818182
b3335,dave chappelle's block party,3000000.0,12051924.0,3.017308
b3342,dawn of the dead,26000000.0,102356381.0,2.9367838846153846
b3343,dawn of the planet of the apes,170000000.0,710644566.0,3.1802621529411765
b3349,daybreakers,20000000.0,51416464.0,1.5708232
b3365,de-lovely,15000000.0,18611951.0,0.24079673333333335
b3385,dead silence,20000000.0,22217407.0,0.11087035
b3398,deadpool,58000000.0,783112979.0,12.501947913793103
b3407,dear john,25000000.0,114977104.0,3.59908416
b3413,death becomes her,55000000.0,149022650.0,1.7095027272727272
b3417,death race,45000000.0,75677515.0,0.6817225555555556
b3428,death at a funeral (2007),9000000.0,46789413.0,4.198823666666667
b3429,death at a funeral (2010),21000000.0,49050886.0,1.335756476190476
b3434,death of a president,2000000.0,869352.0,-0.565324
b3438,death to smoochy,50000000.0,8382938.0,-0.83234124
b3457,deep blue sea,60000000.0,164648142.0,1.7441357
b3465,deepwater horizon,110000000.0,119463870.0,0.08603518181818182
b3476,defiance,32000000.0,51155219.0,0.59860059375
b3480,deja vu,75000000.0,180557550.0,1.407434
b3493,deliver us from evil,30000000.0,87937815.0,1.9312605
b3496,delivery man,26000000.0,49984696.0,0.9224883076923077
b3511,derailed,22000000.0,57479076.0,1.6126852727272727
b3531,despicable me,69000000.0,543113985.0,6.871217173913044
b3532,despicable me 2,76000000.0,970761885.0,11.773182697368421
b3549,deuce bigalow: european gigolo,22000000.0,45109561.0,1.0504345909090909
b3550,deuce bigalow: male gigolo,17000000.0,92938755.0,4.4669855882352945
b3560,devil's due,7000000.0,36921560.0,4.274508571428571
b3586,diary of a wimpy kid,15000000.0,75700498.0,4.046699866666667
b3587,diary of a wimpy kid: dog days,22000000.0,77112176.0,2.505098909090909
b3588,diary of a wimpy kid: rodrick rules,21000000.0,72417394.0,2.448447333333333
b3592,dick tracy,47000000.0,162738726.0,2.462526085106383
b3593,dickie roberts: former child star,17000000.0,23794648.0,0.3996851764705882
b3595,did you hear about the morgans?,58000000.0,85280250.0,0.4703491379310345
b3596,die another day,142000000.0,431971116.0,2.042050112676056
b3597,die hard,28000000.0,140767956.0,4.027427
b3598,die hard 2: die harder,70000000.0,240031094.0,2.4290156285714284
b3599,die hard: with a vengeance,90000000.0,366101666.0,3.067796288888889
b3609,digimon: the movie,5000000.0,16643191.0,2.3286382
b3621,dinner for schmucks,69000000.0,86855739.0,0.2587788260869565
b3622,dinosaur,127500000.0,349822765.0,1.7437079607843138
b3627,dirty dancing,6000000.0,213954274.0,34.659045666666664
b3631,dirty dancing: havana nights,25000000.0,27685016.0,0.10740064
b3643,disaster movie,20000000.0,34816824.0,0.7408412
b3645,disclosure,55000000.0,214015089.0,2.891183436363636
b3652,disney's the kid,65000000.0,110317580.0,0.6971935384615384
b3660,district 9,30000000.0,210819611.0,6.027320366666666
b3664,disturbia,20000000.0,117760134.0,4.8880067
b3670,divergent,85000000.0,288885818.0,2.398656682352941
b3676,divine secrets of the ya-ya sisterhood,27000000.0,73839240.0,1.7347866666666667
b3678,django unchained,100000000.0,425368238.0,3.25368238
b3690,doctor strange,165000000.0,677566070.0,3.1064610303030302
b3694,dodgeball: a true underdog story,20000000.0,167722310.0,7.3861155
b3702,dogma,10000000.0,30652890.0,2.065289
b3705,dogville,10000000.0,16680836.0,0.6680836
b3710,dolphin tale,37000000.0,95404397.0,1.5784972162162163
b3711,dolphin tale 2,36000000.0,57824533.0,0.6062370277777778
b3715,domestic disturbance,75000000.0,54249294.0,-0.27667608
b3722,don jon,3000000.0,30450756.0,9.150252
b3723,don juan de marco,25000000.0,68792531.0,1.75170124
b3726,don't be afraid of the dark,25000000.0,36993168.0,0.47972672
b3729,don't breathe,9900000.0,157100845.0,14.868772222222223
b3734,don't say a word,50000000.0,100020092.0,1.00040184
b3744,donnie darko,6000000.0,1407364.0,-0.7654393333333334
b3748,doom,60000000.0,55987321.0,-0.06687798333333334
b3752,dope,7000000.0,17986781.0,1.569540142857143
b3764,double jeopardy,70000000.0,177841558.0,1.5405936857142857
b3769,doubt,20000000.0,50907234.0,1.5453617
b3784,down to earth,49000000.0,71186502.0,0.45278575510204083
b3785,down to you,35000000.0,24419914.0,-0.30228817142857145
b3798,dr. dolittle 2,70000000.0,176104344.0,1.515776342857143
b3805,dr. seuss' horton hears a who!,85000000.0,297138014.0,2.4957413411764704
b3807,dr. seuss' the lorax,70000000.0,348840316.0,3.9834330857142857
b3810,dr. t and the women,23000000.0,22844291.0,-0.006769956521739131
b3813,dracula 2000,54000000.0,47053625.0,-0.12863657407407408
b3814,dracula untold,70000000.0,217124280.0,2.1017754285714285
b3818,drag me to hell,30000000.0,90842646.0,2.0280882
b3826,dragon wars,32000000.0,75108998.0,1.3471561875
b3829,dragonfly,60000000.0,52323400.0,-0.12794333333333333
b3836,dream house,50000000.0,38502340.0,-0.2299532
b3841,dreamcatcher,68000000.0,75715436.0,0.11346229411764706
b3843,dreamer: inspired by a true story,32000000.0,38741732.0,0.210679125
b3852,dredd,50000000.0,35626525.0,-0.2874695
b3859,drive (2011),15000000.0,76175166.0,4.0783444
b3861,drive me crazy,8500000.0,22593409.0,1.6580481176470587
b3862,driven,94000000.0,54744738.0,-0.41760917021276595
b3873,drowning mona,37000000.0,15906764.0,-0.5700874594594595
b3877,drumline,20000000.0,57588485.0,1.87942425
b3890,"""dude, where's my car?""",13000000.0,73180723.0,4.629286384615384
b3892,due date,65000000.0,211780824.0,2.2581665230769232
b3895,duets,21000000.0,6620242.0,-0.6847503809523809
b3898,duma,12000000.0,994790.0,-0.9171008333333334
b3899,dumb and dumber,17000000.0,247275374.0,13.545610235294118
b3900,dumb and dumber to,40000000.0,169837010.0,3.24592525
b3901,dumb and dumberer: when harry met lloyd,19000000.0,39267515.0,1.0667113157894736
b3906,dungeons &amp; dragons,45000000.0,33807409.0,-0.24872424444444444
b3909,duplex,40000000.0,19322135.0,-0.516946625
b3910,duplicity,60000000.0,78146652.0,0.3024442
b3922,e.t.: the extra-terrestrial,10500000.0,792910554.0,74.51529085714286
b3924,edtv,80000000.0,35242897.0,-0.5594637875
b3926,eagle eye,80000000.0,178066569.0,1.2258321125
b3933,earth to echo,13000000.0,45336704.0,2.4874387692307693
b3942,easy a,8000000.0,74952305.0,8.369038125
b3949,eat pray love,60000000.0,204594016.0,2.4099002666666665
b3968,eddie the eagle,23000000.0,46152800.0,1.0066434782608695
b3976,edge of darkness,80000000.0,81124129.0,0.0140516125
b3978,edge of tomorrow,178000000.0,370541256.0,1.0816924494382023
b3981,edison force,25000000.0,4143414.0,-0.83426344
b3991,eight below,40000000.0,120455994.0,2.01139985
b3994,eight legged freaks,30000000.0,45867333.0,0.5289111
b4033,elektra,43000000.0,56681566.0,0.3181759534883721
b4045,elf,33000000.0,220443451.0,5.680104575757576
b4051,elizabethtown,45000000.0,52034889.0,0.15633086666666668
b4052,elizabeth ,30000000.0,82150642.0,1.7383547333333333
b4053,ella enchanted,31000000.0,27388767.0,-0.11649138709677419
b4068,elysium,115000000.0,286140700.0,1.48818
b4078,empire,4000000.0,18591272.0,3.647818
b4083,employee of the month,12000000.0,38368909.0,2.1974090833333335
b4086,enchanted,85000000.0,340487652.0,3.0057370823529412
b4091,end of days,100000000.0,211989043.0,1.11989043
b4092,end of watch,7000000.0,48126384.0,5.875197714285714
b4095,end of the spear,10000000.0,12128105.0,0.2128105
b4097,ender's game,110000000.0,125537191.0,0.1412471909090909
b4100,endless love (2014),20000000.0,34718173.0,0.73590865
b4109,enemy at the gates,68000000.0,96976270.0,0.4261216176470588
b4110,enemy of the state,90000000.0,250649836.0,1.7849981777777777
b4115,enough,38000000.0,51801187.0,0.3631891315789474
b4121,enter the void,16000000.0,754249.0,-0.9528594375
b4123,entourage,30000000.0,49263404.0,0.6421134666666667
b4124,entrapment,66000000.0,212404396.0,2.2182484242424243
b4126,envy,40000000.0,14581765.0,-0.635455875
b4127,epic,100000000.0,268426634.0,1.68426634
b4133,eragon,100000000.0,249488115.0,1.49488115
b4135,eraser,100000000.0,242295562.0,1.42295562
b4137,erin brockovich,52000000.0,256271286.0,3.9282939615384613
b4150,escape from planet earth,40000000.0,74597643.0,0.864941075
b4162,eternal sunshine of the spotless mind,20000000.0,72258126.0,2.6129063
b4173,eurotrip,25000000.0,20796847.0,-0.16812612
b4176,evan almighty,175000000.0,173418781.0,-0.009035537142857143
b4188,ever after: a cinderella story,26000000.0,98005666.0,2.769448692307692
b4190,everest (2015),55000000.0,203427584.0,2.6986833454545454
b4207,everybody wants to be italian,3000000.0,532726.0,-0.8224246666666667
b4211,everybody's fine,21000000.0,16443609.0,-0.216971
b4217,everything must go,5000000.0,2711643.0,-0.4576714
b4226,evil dead (2013),17000000.0,97542952.0,4.737820705882353
b4231,evita,55000000.0,141047179.0,1.5644941636363636
b4233,evolution,80000000.0,98376292.0,0.22970365
b4235,ex machina,15000000.0,36869414.0,1.4579609333333334
b4247,exit wounds,50000000.0,79958599.0,0.59917198
b4249,exodus: gods and kings,140000000.0,268175631.0,0.9155402214285714
b4252,exorcist: the beginning,80000000.0,78000586.0,-0.024992675
b4266,extract,8000000.0,10848783.0,0.356097875
b4268,extraordinary measures,31000000.0,15134293.0,-0.511797
b4278,eye see you (a.k.a. d-tox),55000000.0,6416302.0,-0.8833399636363637
b4281,eye of the beholder,35000000.0,17589705.0,-0.497437
b4285,eyes wide shut,65000000.0,162091208.0,1.4937108923076923
b4298,face/off,80000000.0,245676146.0,2.070951825
b4300,facing the giants,100000.0,10243159.0,101.43159
b4308,fahrenheit 9/11,6000000.0,222446882.0,36.074480333333334
b4309,failure to launch,50000000.0,128406887.0,1.56813774
b4311,fair game (2010),22000000.0,24188922.0,0.09949645454545454
b4335,fame (2009),18000000.0,77211836.0,3.2895464444444444
b4343,fan,15670000.0,28240000.0,0.8021697511167837
b4354,fantasia 2000 (35mm &amp; imax),80000000.0,90874570.0,0.135932125
b4357,fantastic beasts and where to find them,180000000.0,814037575.0,3.5224309722222222
b4358,fantastic four,120000000.0,167977596.0,0.3998133
b4359,fantastic four (2005),100000000.0,330579719.0,2.30579719
b4360,fantastic four: rise of the silver surfer,130000000.0,289047763.0,1.2234443307692309
b4361,fantastic mr. fox,40000000.0,46471023.0,0.161775575
b4363,far from heaven,13500000.0,29027914.0,1.150215851851852
b4369,far and away,60000000.0,137783840.0,1.2963973333333334
b4380,fargo,7000000.0,60611975.0,7.658853571428572
b4386,fast &amp; furious 6,160000000.0,788679850.0,3.9292490625
b4389,fast five,125000000.0,626137675.0,4.0091014
b4395,fast and furious,85000000.0,363164265.0,3.2725207647058823
b4397,faster,24000000.0,35626958.0,0.48445658333333336
b4447,fences,24000000.0,64414761.0,1.683948375
b4455,fever pitch,30000000.0,50451307.0,0.6817102333333334
b4469,fifty shades darker,55000000.0,378827494.0,5.887772618181818
b4472,fifty shades of grey,40000000.0,571006128.0,13.2751532
b4474,fight club,63000000.0,100853753.0,0.6008532222222223
b4491,final destination,23000000.0,112880294.0,3.9078388695652175
b4493,final destination 3,25000000.0,117719158.0,3.70876632
b4494,final destination 5,40000000.0,157887643.0,2.947191075
b4495,final fantasy: the spirits within,137000000.0,85131830.0,-0.3785997810218978
b4498,find me guilty,13000000.0,2636637.0,-0.7971817692307692
b4511,finding nemo,94000000.0,940335536.0,9.003569531914893
b4513,finding neverland,25000000.0,116766556.0,3.67066224
b4526,fired up,20000000.0,18599102.0,-0.0700449
b4529,fireflies in the garden,8000000.0,3393161.0,-0.575854875
b4533,fireproof,500000.0,33473297.0,65.946594
b4540,first blood,15000000.0,125212904.0,7.3475269333333335
b4553,fish tank,3000000.0,2357852.0,-0.21404933333333334
b4570,flags of our fathers,90000000.0,65900249.0,-0.2677750111111111
b4598,flicka,15000000.0,21893591.0,0.4595727333333333
b4599,flight,31000000.0,161772375.0,4.21846370967742
b4603,flight of the phoenix,45000000.0,34586268.0,-0.23141626666666668
b4618,flushed away,149000000.0,178120010.0,0.19543630872483223
b4620,fly me to the moon,25000000.0,41721414.0,0.66885656
b4621,flyboys,60000000.0,17834865.0,-0.70275225
b4630,focus (2015),50100000.0,159062963.0,2.1749094411177645
b4643,fool's gold,70000000.0,111231041.0,0.5890148714285715
b4651,footloose (2011),24000000.0,63543328.0,1.6476386666666667
b4655,for colored girls,21000000.0,37747016.0,0.7974769523809524
b4660,for love of the game,80000000.0,46112640.0,-0.423592
b4665,for richer or poorer,35000000.0,32748995.0,-0.06431442857142858
b4675,for the boys,40000000.0,23202444.0,-0.4199389
b4686,forces of nature,75000000.0,93888180.0,0.2518424
b4696,forgetting sarah marshall,30000000.0,105173115.0,2.5057705
b4705,formula 51,27000000.0,14439698.0,-0.46519637037037037
b4706,forrest gump,55000000.0,677945399.0,11.326279981818182
b4715,forty shades of blue,1500000.0,172569.0,-0.884954
b4720,four brothers,45000000.0,92374674.0,1.0527705333333333
b4721,four christmases,80000000.0,163733697.0,1.0466712125
b4728,four weddings and a funeral,4400000.0,245700832.0,54.84109818181818
b4734,frailty,11000000.0,17423030.0,0.5839118181818181
b4746,frankenweenie,39000000.0,81491068.0,1.089514564102564
b4761,freakonomics,2900000.0,117678.0,-0.9594213793103449
b4763,freaky friday,20000000.0,160846332.0,7.0423166
b4767,freddy got fingered,14000000.0,14333252.0,0.023803714285714286
b4768,freddy vs. jason,30000000.0,114908830.0,2.8302943333333332
b4771,free birds,55000000.0,110387072.0,1.0070376727272727
b4777,free state of jones,50000000.0,25035950.0,-0.499281
b4785,freedom writers,21000000.0,43090741.0,1.0519400476190477
b4798,frequency,31000000.0,68106245.0,1.1969756451612903
b4804,frida,12000000.0,56298474.0,3.6915395
b4805,friday,3500000.0,28215918.0,7.061690857142857
b4808,friday night lights,30000000.0,61950770.0,1.0650256666666666
b4810,friday the 13th (2009),19000000.0,91379051.0,3.8094237368421053
b4827,friends with benefits,35000000.0,149542245.0,3.2726355714285713
b4829,friends with money,6500000.0,18245244.0,1.8069606153846154
b4831,fright night (2011),30000000.0,41002607.0,0.36675356666666664
b4841,from hell,35000000.0,74558115.0,1.1302318571428571
b4847,from paris with love,52000000.0,52826594.0,0.01589603846153846
b4858,frost/nixon,25000000.0,27426335.0,0.0970534
b4859,frozen,150000000.0,1276480335.0,7.5098689
b4867,full frontal,2000000.0,3438804.0,0.719402
b4876,fun size,14000000.0,11417362.0,-0.18447414285714286
b4877,fun with dick and jane,100000000.0,202026112.0,1.02026112
b4887,funny people,75000000.0,71585235.0,-0.0455302
b4889,furious 7,190000000.0,1516045911.0,6.979189005263158
b4890,furry vengeance,35000000.0,36236710.0,0.03533457142857143
b4892,fury (2014),68000000.0,211817906.0,2.114969205882353
b4897,g-force,150000000.0,292817841.0,0.95211894
b4901,g.i. joe: retaliation,130000000.0,375740705.0,1.8903131153846153
b4902,g.i. joe: the rise of cobra,175000000.0,302469017.0,0.7283943828571429
b4915,galaxy quest,45000000.0,90683916.0,1.0151981333333333
b4932,gangs of new york,100000000.0,193772504.0,0.93772504
b4934,gangster squad,60000000.0,105200903.0,0.7533483833333333
b4942,garden state,2500000.0,35825316.0,13.3301264
b4946,garfield: the movie,50000000.0,200804534.0,3.01609068
b4976,gentlemen broncos,10000000.0,118492.0,-0.9881508
b4979,george a. romero's land of the dead,15000000.0,46770602.0,2.1180401333333334
b4980,george a. romero's survival of the dead,4000000.0,143191.0,-0.96420225
b4983,george of the jungle,55000000.0,174463257.0,2.1720592181818184
b4994,get carter,63600000.0,19412993.0,-0.6947642610062893
b4996,get hard,40000000.0,111811453.0,1.795286325
b4997,get him to the greek,40000000.0,91261479.0,1.281536975
b4998,get low,7000000.0,9695282.0,0.3850402857142857
b5000,get out,4500000.0,184460918.0,39.99131511111111
b5001,get over it,22000000.0,19900366.0,-0.09543790909090909
b5003,get rich or die tryin',40000000.0,46442528.0,0.1610632
b5006,get smart,80000000.0,230685453.0,1.8835681625
b5020,ghost,22000000.0,505702588.0,21.98648127272727
b5023,ghost rider,110000000.0,228738393.0,1.0794399363636364
b5024,ghost rider: spirit of vengeance,57000000.0,132563930.0,1.3256829824561402
b5025,ghost ship,20000000.0,68349884.0,2.4174942
b5029,ghost town,20000000.0,27074492.0,0.3537246
b5031,ghost world,7000000.0,8764007.0,0.252001
b5034,ghost in the shell (2017),110000000.0,154562931.0,0.40511755454545456
b5037,ghostbusters,30000000.0,295212467.0,8.840415566666668
b5038,ghostbusters (2016),144000000.0,229147509.0,0.5913021458333333
b5054,gigli,54000000.0,7266209.0,-0.865440574074074
b5063,ginger snaps ii: unleashed,3500000.0,80372.0,-0.9770365714285715
b5076,"""girl, interrupted""",40000000.0,48350205.0,0.208755125
b5092,gladiator,103000000.0,457640427.0,3.4431109417475727
b5099,glee the 3d concert movie,9000000.0,18663238.0,1.0736931111111112
b5104,glitter,22000000.0,5271666.0,-0.7603788181818182
b5113,go,20000000.0,28451622.0,0.4225811
b5140,god's not dead,2000000.0,62630732.0,30.315366
b5144,gods and generals,56000000.0,12923936.0,-0.7692154285714285
b5145,gods and monsters,10000000.0,6451628.0,-0.3548372
b5146,gods of egypt,140000000.0,150680864.0,0.07629188571428572
b5147,godsend,25000000.0,30114487.0,0.20457948
b5149,godzilla,130000000.0,379014294.0,1.9154945692307692
b5150,godzilla (2014),160000000.0,529076069.0,2.30672543125
b5154,godzilla 2000,13000000.0,12924063.0,-0.0058413076923076925
b5168,going in style (2017),25000000.0,39500793.0,0.58003172
b5169,going the distance,32000000.0,42052757.0,0.31414865625
b5185,gone baby gone,19000000.0,34619699.0,0.8220894210526316
b5188,gone girl,61000000.0,369330363.0,5.054596114754099
b5189,gone in 60 seconds,90000000.0,237202299.0,1.6355811
b5196,good boy!,18000000.0,45312217.0,1.5173453888888888
b5211,"""good night, and good luck.""",7000000.0,54641191.0,6.805884428571429
b5228,goosebumps,58000000.0,150170815.0,1.5891519827586207
b5236,gosford park,19800000.0,87754044.0,3.432022424242424
b5238,gossip,24000000.0,12591270.0,-0.47536375
b5241,gothika,40000000.0,141591324.0,2.5397831
b5254,gracie,9000000.0,3826568.0,-0.5748257777777778
b5256,gran torino,33000000.0,269958228.0,7.180552363636363
b5267,grandma (2015),600000.0,7087452.0,10.81242
b5277,gravity,100000000.0,723192705.0,6.23192705
b5282,grease,6000000.0,394955690.0,64.82594833333333
b5300,green lantern,200000000.0,219851172.0,0.09925586
b5303,green zone,100000000.0,94882549.0,-0.05117451
b5320,gridiron gang,30000000.0,41480851.0,0.3826950333333333
b5324,grind,6000000.0,5141166.0,-0.143139
b5325,grindhouse,67000000.0,25422088.0,-0.6205658507462687
b5335,grown ups,80000000.0,271430189.0,2.3928773625
b5336,grown ups 2,80000000.0,246984278.0,2.087303475
b5337,grudge match,40000000.0,44907260.0,0.1226815
b5343,guardians of the galaxy,170000000.0,773328629.0,3.5489919352941177
b5358,gulliver's travels,112000000.0,237382724.0,1.1194886071428571
b5364,gun shy,14000000.0,3221280.0,-0.7699085714285714
b5393,"""hail, caesar!""",22000000.0,63647656.0,1.8930752727272728
b5406,hall pass,36000000.0,83160734.0,1.3100203888888888
b5407,halloween,325000.0,47000000.0,143.6153846153846
b5413,halloween ii (2009),15000000.0,39421467.0,1.6280978
b5416,halloween: resurrection,13000000.0,37664855.0,1.8972965384615386
b5423,hamlet (1996),18000000.0,4739189.0,-0.7367117222222223
b5425,hamlet 2,9000000.0,4925288.0,-0.4527457777777778
b5429,hancock,150000000.0,624386746.0,3.1625783066666666
b5436,hanging up,60000000.0,51880044.0,-0.1353326
b5440,hanna,30000000.0,63782078.0,1.1260692666666667
b5450,hannibal,87000000.0,351692268.0,3.0424398620689654
b5454,hansel and gretel: witch hunters,50000000.0,226349749.0,3.52699498
b5466,happy feet,100000000.0,384335608.0,2.84335608
b5468,happy gilmore,12000000.0,41205099.0,2.43375825
b5495,hardball,32000000.0,44102389.0,0.37819965625
b5507,harold and kumar escape from guantanamo bay,12000000.0,43493123.0,2.6244269166666667
b5508,harold and kumar go to white castle,9000000.0,23936908.0,1.6596564444444444
b5514,harry brown,7300000.0,10329747.0,0.41503383561643836
b5517,harry potter and the chamber of secrets,100000000.0,878979634.0,7.78979634
b5520,harry potter and the goblet of fire,150000000.0,896911078.0,4.979407186666666
b5521,harry potter and the half-blood prince,250000000.0,934416487.0,2.737665948
b5522,harry potter and the order of the phoenix,150000000.0,939885929.0,5.2659061933333335
b5523,harry potter and the prisoner of azkaban,130000000.0,796688549.0,5.128373453846154
b5524,harry potter and the sorcerer's stone,125000000.0,974755371.0,6.798042968
b5529,hart's war,70000000.0,32287044.0,-0.5387565142857142
b5557,havoc,9000000.0,371000.0,-0.9587777777777777
b5560,haywire,23000000.0,33372606.0,0.4509828695652174
b5574,head over heels,14000000.0,13127022.0,-0.06235557142857143
b5576,head of state,35200000.0,38620484.0,0.09717284090909091
b5597,heartbreakers,35000000.0,57756408.0,0.6501830857142857
b5602,hearts in atlantis,31000000.0,30919415.0,-0.002599516129032258
b5616,heaven is for real,12000000.0,101332962.0,7.4444135
b5617,heaven's gate,44000000.0,3484331.0,-0.9208106590909091
b5632,heist,39000000.0,28510652.0,-0.268957641025641
b5633,heist (2015),8900000.0,50136.0,-0.9943667415730337
b5644,hell or high water,12000000.0,27007844.0,1.2506536666666668
b5651,hellboy,66000000.0,99318987.0,0.5048331363636364
b5652,hellboy ii: the golden army,85000000.0,160388063.0,0.8869183882352941
b5676,her (2013),23000000.0,47351251.0,1.0587500434782608
b5689,herbie: fully loaded,50000000.0,144146816.0,1.88293632
b5690,hercules,85000000.0,252712101.0,1.9730835411764707
b5692,hercules (2014),100000000.0,244819862.0,1.44819862
b5700,here on earth,15000000.0,10873148.0,-0.27512346666666665
b5701,hereafter,50000000.0,105197635.0,1.1039527
b5714,hesher,7000000.0,382946.0,-0.9452934285714286
b5716,hey arnold! the movie,3000000.0,15249308.0,4.083102666666667
b5722,hidalgo,100000000.0,108103450.0,0.0810345
b5724,hidden figures,25000000.0,227496995.0,8.0998798
b5740,high crimes,42000000.0,63781810.0,0.5186145238095238
b5741,high fidelity,30000000.0,47126295.0,0.5708765
b5744,high heels and low lifes,10000000.0,228194.0,-0.9771806
b5752,high school musical 3: senior year,11000000.0,252909177.0,21.991743363636363
b5762,higher ground,2000000.0,841733.0,-0.5791335
b5767,highlander: endgame,25000000.0,15843608.0,-0.36625568
b5789,hit and run,2000000.0,14453354.0,6.226677
b5790,hitch,70000000.0,368100420.0,4.258577428571429
b5795,hitman: agent 47,35000000.0,82347656.0,1.3527901714285715
b5805,holes,20000000.0,71406573.0,2.57032865
b5813,hollow man,95000000.0,190213455.0,1.0022468947368421
b5819,hollywood homicide,75000000.0,51142659.0,-0.31809788
b5832,home (2015),135000000.0,386041607.0,1.8595674592592593
b5833,home alone,18000000.0,476684675.0,25.482481944444444
b5835,home alone 3,32000000.0,79082515.0,1.47132859375
b5850,home on the range,110000000.0,103951461.0,-0.05498671818181818
b5851,homefront,22000000.0,43058898.0,0.9572226363636364
b5861,honey,18000000.0,62228395.0,2.4571330555555555
b5873,hoodwinked too! hood vs. evil,30000000.0,16960968.0,-0.4346344
b5874,hook,70000000.0,300854823.0,3.2979260428571426
b5879,hoot,15000000.0,8224998.0,-0.4516668
b5880,hop,63000000.0,183953723.0,1.9199003650793651
b5886,horrible bosses,35000000.0,209638559.0,4.989673114285714
b5887,horrible bosses 2,42000000.0,107670357.0,1.5635799285714285
b5895,hostel,4800000.0,80578934.0,15.787277916666667
b5896,hostel part ii,10200000.0,35619521.0,2.4921099019607844
b5901,hot pursuit,35000000.0,51680201.0,0.4765771714285714
b5904,hot shots!,26000000.0,181096164.0,5.965237076923077
b5908,hot tub time machine,36000000.0,64572262.0,0.7936739444444444
b5909,hot tub time machine 2,14000000.0,13081651.0,-0.06559635714285714
b5917,hotel transylvania,85000000.0,358375603.0,3.2161835647058825
b5918,hotel transylvania 2,80000000.0,473226958.0,4.915336975
b5932,house at the end of the street,10000000.0,44287131.0,3.4287131
b5933,"""house of 1,000 corpses""",7000000.0,16829545.0,1.4042207142857144
b5941,house of sand and fog,16500000.0,16942795.0,0.026836060606060606
b5944,house of the dead,12000000.0,13818181.0,0.15151508333333333
b5946,house on haunted hill,37000000.0,40846082.0,0.10394816216216216
b5956,how do you know,120000000.0,48668907.0,-0.594425775
b5959,how high,20000000.0,31283740.0,0.564187
b5966,how stella got her groove back,20000000.0,39278722.0,0.9639361
b5968,how the grinch stole christmas,123000000.0,345141403.0,1.8060276666666666
b5971,how to be single,38000000.0,112343513.0,1.9564082368421052
b5976,how to deal,16000000.0,14308132.0,-0.10574175
b5983,how to lose friends and alienate people,28000000.0,19151797.0,-0.31600725
b5993,how to train your dragon,165000000.0,494878759.0,1.999265206060606
b5994,how to train your dragon 2,145000000.0,621537519.0,3.286465648275862
b5998,howard the duck,37000000.0,37962774.0,0.02602091891891892
b6009,hulk,137000000.0,245360480.0,0.7909524087591241
b6032,hurlyburly,15000000.0,1798862.0,-0.8800758666666667
b6040,hustle and flow,2800000.0,23563727.0,7.415616785714286
b6054,i am legend,150000000.0,585349010.0,2.902326733333333
b6057,i am number four,60000000.0,149878437.0,1.49797395
b6066,i capture the castle,8000000.0,6586341.0,-0.176707375
b6073,i don't know how she does it,24000000.0,30551495.0,0.27297895833333335
b6075,i dreamed of africa,50000000.0,14400327.0,-0.71199346
b6081,i heart huckabees,20000000.0,20072172.0,0.0036086
b6090,i love you beth cooper,18000000.0,15821907.0,-0.12100516666666666
b6095,"""i love you, phillip morris""",13000000.0,20722843.0,0.5940648461538461
b6099,i now pronounce you chuck and larry,85000000.0,186072214.0,1.1890848705882353
b6109,i spit on your grave,2000000.0,572809.0,-0.7135955
b6111,i spy,70000000.0,50732945.0,-0.27524364285714287
b6115,i think i love my wife,11000000.0,13196245.0,0.19965863636363637
b6153,"""i, frankenstein""",65000000.0,71154592.0,0.09468603076923077
b6155,"""i, robot""",120000000.0,347234916.0,1.8936243
b6160,ice age,59000000.0,383257136.0,5.495883661016949
b6161,ice age: collision course,105000000.0,408579038.0,2.891228933333333
b6162,ice age: continental drift,95000000.0,877244782.0,8.2341556
b6163,ice age: dawn of the dinosaurs,90000000.0,886686817.0,8.852075744444445
b6164,ice age: the meltdown,80000000.0,660940780.0,7.26175975
b6172,identity,28000000.0,90259536.0,2.223554857142857
b6173,identity thief,35000000.0,173965010.0,3.970428857142857
b6179,if i stay,11000000.0,78874843.0,6.170440272727273
b6190,igby goes down,9000000.0,6919198.0,-0.23120022222222222
b6191,igor,25000000.0,30747504.0,0.22990016
b6214,imagine that,55000000.0,22985194.0,-0.5820873818181819
b6223,immortals,75000000.0,226904017.0,2.025386893333333
b6224,impostor,30000000.0,8145549.0,-0.7284817
b6265,in time,40000000.0,173930596.0,3.3482649
